"count","date","ProvinceState","CountryRegion","Lat","Long","oztime","statetime","int","slope","max","min","incr","double","state","oztimemax"
15,"22/02","US","US","40","-100",109,19,2.27331141879946,0.0211742987838431,16.8414513062046,12.5209470302565,0.0214000649124608,"Doubling every 32.7 days","USA",132
15,"23/02","US","US","40","-100",110,20,2.19038089965461,0.0259930317645994,18.0328078517205,12.5320619020227,0.0263337967130295,"Doubling every 26.7 days","USA",132
15,"24/02","US","US","40","-100",111,21,2.16053841911482,0.0272327390852932,18.5980198151943,12.7024738560358,0.0276069392332863,"Doubling every 25.5 days","USA",132
15,"25/02","US","US","40","-100",112,22,2.19113136088777,0.0250797298259748,18.512450872465,13.030950144983,0.025396871979529,"Doubling every 27.6 days","USA",132
15,"26/02","US","US","40","-100",113,23,2.28873063192132,0.019712727135868,17.8162764359541,13.5195159315608,0.0199083059581984,"Doubling every 35.2 days","USA",132
16,"27/02","US","US","40","-100",114,24,2.35429684108854,0.0168118681345201,17.7336639846866,14.0145853689757,0.0169539828773755,"Doubling every 41.2 days","USA",132
16,"28/02","US","US","40","-100",115,25,2.52292481541944,0.00936857218402508,16.8225311086653,14.754662207869,0.00941259462481714,"Doubling every 74.0 days","USA",132
24,"29/02","US","US","40","-100",116,26,1.62396774651535,0.0517672716132077,28.0023296850412,13.565718435741,0.0531306206006434,"Doubling every 13.4 days","USA",132
30,"01/03","US","US","40","-100",117,27,0.490234178026814,0.101574367684611,51.6124374504045,12.4500113146687,0.106912233830991,"Doubling every 6.8 days","USA",132
53,"02/03","US","US","40","-100",118,28,-1.82821566707715,0.198466748518874,167.021163358202,10.376940158048,0.219531475512208,"Doubling every 3.5 days","USA",132
73,"03/03","US","US","40","-100",119,29,-3.77517962411446,0.274300156356337,445.691052555862,9.57756913191148,0.315609631573868,"Doubling every 2.5 days","USA",132
104,"04/03","US","US","40","-100",120,30,-5.22917499025153,0.327725693810527,988.981554447019,10.0594849685374,0.387808235683747,"Doubling every 2.1 days","USA",132
174,"05/03","US","US","40","-100",121,31,-6.79218359201854,0.383557245156802,2399.44256299606,11.1695384502084,0.467495557057565,"Doubling every 1.8 days","USA",132
222,"06/03","US","US","40","-100",122,32,-6.80321570782146,0.382843823390058,3386.97815924823,15.9248355827365,0.466448987151824,"Doubling every 1.8 days","USA",132
337,"07/03","US","US","40","-100",123,33,-6.75527781264596,0.381194990047289,4878.15224704731,23.4716175781134,0.464033049452997,"Doubling every 1.8 days","USA",132
451,"08/03","US","US","40","-100",124,34,-6.31068600950699,0.36644423680025,6084.66955624246,35.9924208411121,0.442595954540979,"Doubling every 1.9 days","USA",132
519,"09/03","US","US","40","-100",125,35,-4.90971013133748,0.321872180736479,5480.33472671843,60.5040877750432,0.379708411373075,"Doubling every 2.2 days","USA",132
711,"10/03","US","US","40","-100",126,36,-4.23735135433092,0.301238125654639,6099.04846603092,89.8870866285629,0.351531137459436,"Doubling every 2.3 days","USA",132
1109,"11/03","US","US","40","-100",127,37,-4.4989398891086,0.309724910775742,9218.39464710006,120.639581368346,0.363050102158438,"Doubling every 2.2 days","USA",132
1561,"12/03","US","US","40","-100",128,38,-4.74280873993827,0.317277325964021,13831.0442567531,162.84329612854,0.373383393990804,"Doubling every 2.2 days","USA",132
2157,"13/03","US","US","40","-100",129,39,-5.08114476074586,0.326740754574679,20929.8144406614,215.84474706113,0.386442001839697,"Doubling every 2.1 days","USA",132
2870,"14/03","US","US","40","-100",130,40,-4.97428347482434,0.323707874018081,28000.7508263736,301.290937525238,0.382243458907389,"Doubling every 2.1 days","USA",132
2968,"15/03","US","US","40","-100",131,41,-3.59389819339955,0.286118875159193,25331.5976450433,461.343812409965,0.331250698485219,"Doubling every 2.4 days","USA",132
4360,"16/03","US","US","40","-100",132,42,-3.32818573402034,0.27917712535299,31303.7572191988,628.297420158637,0.32204149019792,"Doubling every 2.5 days","USA",132
